id,price,bedrooms,bathrooms,sqft_lot_normalized,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,density,commute_time,distance_to_point_km,grade_living_normalized,lot_size_category,grade_living_category,outliers_ecod,cluster_no_outlier,sqft_lot,grade_living,is_near_shore_encoded,bedrooms_cat_<3,bedrooms_cat_>4,bed-3,bed-4
9803,305000.0,3,1.0,8.988321188323683,1.0,0,0,3,1971,0,98034,47.726,-122.22,8500.458810812588,5386.0,28.1,2.411570527512391,8.759511722116487,1,0,0,1.0,8008,6370,0,0.0,0.0,0.0,0.0
9815,225000.0,3,1.0,9.274816391160549,1.0,0,0,4,1961,0,98001,47.2886,-122.274,32440.59005496561,1895.0,31.6,7.64440207003096,8.812992231969966,2,0,0,1.0,10665,6720,0,0.0,0.0,0.0,0.0
9820,124000.0,1,0.75,8.882391706295847,1.5,0,0,3,1949,0,98168,47.4756,-122.301,11553.25895825258,3954.0,27.8,5.809235107426578,8.525359754082631,1,0,0,1.0,7203,5040,0,1.0,0.0,1.0,0.0
9821,224000.0,1,0.75,8.882391706295847,1.5,0,0,3,1949,0,98168,47.4756,-122.301,11553.25895825258,3954.0,27.8,5.809235107426578,8.525359754082631,1,0,0,1.0,7203,5040,0,1.0,0.0,1.0,0.0
9822,485000.0,2,1.0,8.24301946898925,1.0,0,0,4,1916,0,98117,47.6862,-122.378,4145.998189918886,9392.0,30.0,2.082551014331585,8.976009475021396,0,0,1,-1.0,3800,7910,0,1.0,0.0,1.0,0.0
9827,440000.0,4,1.0,8.806723554725636,1.0,0,0,3,1950,0,98116,47.571,-122.392,5391.727932649371,9060.0,32.7,1.5198818263369875,9.21840774305394,1,0,0,1.0,6678,10080,0,0.0,0.0,0.0,0.0
9831,204950.0,2,0.75,9.343996756788856,1.0,0,0,3,1956,0,98188,47.4526,-122.284,14236.92421953491,3413.0,25.6,6.276306343794402,8.976009475021396,2,0,0,1.0,11429,7910,0,1.0,0.0,1.0,0.0
9833,475000.0,2,1.0,7.909856667269403,1.0,0,0,3,1921,0,98103,47.6623,-122.339,1871.2518162341669,11391.0,27.1,1.0760675966366051,8.655388690167637,0,0,1,-1.0,2723,5740,0,1.0,0.0,1.0,0.0
9841,137124.0,3,1.0,10.219866405309856,1.0,0,0,4,1970,0,98058,47.4676,-122.134,18262.53421225811,2252.0,34.9,3.883009671976229,8.658866349732383,2,0,0,1.0,27442,5760,0,0.0,0.0,0.0,0.0
9842,225000.0,4,1.0,8.699681400989514,1.5,0,0,3,1907,0,98118,47.562,-122.283,2897.5235025547986,7844.0,31.2,0.9746918710714524,8.839421607620602,0,0,0,1.0,6000,6900,0,0.0,0.0,0.0,0.0
9849,269000.0,4,1.0,9.036225051729328,1.0,0,0,3,1958,0,98056,47.5104,-122.165,13447.297502788697,4879.0,29.6,2.8315985598234423,9.329988334242078,1,0,0,1.0,8401,11270,0,0.0,0.0,0.0,0.0
9850,875000.0,3,1.0,9.281078386481523,1.0,0,0,3,1953,0,98004,47.6391,-122.205,7515.312814659265,5315.0,21.7,1.0573474292732994,9.002208578282412,2,0,0,1.0,10732,8120,0,0.0,0.0,0.0,0.0
9854,235000.0,0,0.0,8.476579508530941,2.0,0,0,3,1996,0,98065,47.5265,-121.828,36888.45675559896,224.0,32.6,13.740558057121184,9.239025005836092,0,0,1,-1.0,4800,10290,0,1.0,0.0,1.0,0.0
9872,240000.0,3,1.0,8.871505346165781,1.0,0,0,4,1978,0,98042,47.3739,-122.148,25958.043574364307,1751.0,35.0,1.0234791570280242,9.123801610558944,1,0,0,1.0,7125,9170,0,0.0,0.0,0.0,0.0
9880,503000.0,2,1.0,8.361941906144946,1.0,0,2,4,1921,0,98105,47.6697,-122.29,2063.815320927641,12890.0,25.1,1.4233358631405415,8.560444233410552,0,0,0,1.0,4280,5220,0,1.0,0.0,1.0,0.0
9882,393000.0,2,1.0,8.11701408773731,1.0,0,0,4,1925,0,98103,47.6858,-122.352,2559.4714388983853,11391.0,27.1,0.8363834837631567,8.833608482690892,0,0,1,-1.0,3350,6860,0,1.0,0.0,1.0,0.0
9883,280000.0,2,1.0,10.726104764547102,1.0,0,0,4,1992,0,98070,47.5013,-122.463,14303.408268368084,295.0,36.8,0.5187013537928666,8.843759381917984,2,0,0,1.0,45528,6930,0,1.0,0.0,1.0,0.0
9885,505000.0,2,1.0,8.442685139241176,1.0,0,2,3,1915,0,98116,47.5659,-122.389,5463.988802851884,9060.0,32.7,1.3691127500444216,8.853808274977197,0,0,0,1.0,4640,7000,0,1.0,0.0,1.0,0.0
9888,713000.0,1,1.0,8.294299608857235,1.5,0,2,4,1910,0,98118,47.5561,-122.266,4305.3029668208455,7844.0,31.2,0.3633317150936504,9.152817185732516,0,0,1,-1.0,4000,9440,1,1.0,0.0,1.0,0.0
9890,128000.0,2,1.0,8.593042503699674,1.0,0,0,3,1969,0,98042,47.3674,-122.081,29285.45691067801,1751.0,35.0,3.680773858469976,8.679482094459956,0,0,1,-1.0,5393,5880,0,1.0,0.0,1.0,0.0
9891,210500.0,3,1.0,9.22808205345234,1.0,0,0,3,1960,0,98198,47.3979,-122.317,20166.621646087733,5039.0,30.1,0.8026210552207551,9.463508636396089,2,1,0,1.0,10178,12880,0,0.0,0.0,0.0,0.0
9905,250000.0,2,1.0,8.371242135931933,1.0,0,0,3,1925,0,98108,47.5263,-122.325,5969.882135142936,3221.0,29.5,5.017690742683882,8.703008637464448,0,0,1,-1.0,4320,6020,0,1.0,0.0,1.0,0.0
9909,563000.0,4,1.0,8.124743020385568,1.5,0,0,5,1911,0,98107,47.6606,-122.365,3815.788504710544,12484.0,30.0,0.4000360916835875,9.197356444417888,0,0,1,-1.0,3376,9870,1,0.0,0.0,0.0,0.0
9913,317500.0,2,1.0,8.54110501146255,1.0,0,0,3,1902,0,98122,47.6088,-122.307,1483.1554449935918,17787.0,26.5,1.9357478413564653,8.699681400989514,0,0,1,-1.0,5120,6000,0,1.0,0.0,1.0,0.0
9915,234000.0,3,1.0,12.384825341509575,1.0,0,0,3,1921,1992,98038,47.4303,-122.046,25988.90399833941,572.0,38.8,4.883359776531145,8.914760527397261,2,0,0,1.0,239144,7440,0,0.0,0.0,0.0,0.0
9917,649000.0,2,1.0,8.484876589939695,1.0,0,0,3,1908,0,98115,47.6762,-122.299,1266.8067887884138,8197.0,26.8,2.351170989450251,9.10063710688422,0,0,1,-1.0,4840,8960,0,1.0,0.0,1.0,0.0
9921,325000.0,4,1.0,8.645586406184636,1.0,0,0,3,1957,0,98108,47.5507,-122.298,3341.5700585387167,3221.0,29.5,2.615370748922125,9.27902652976463,0,0,0,1.0,5684,10710,0,0.0,0.0,0.0,0.0
9924,650000.0,2,1.0,8.699681400989514,1.0,0,0,3,1965,0,98112,47.6339,-122.282,2396.966951023018,7621.0,25.4,0.5264425812688429,9.10063710688422,0,0,1,-1.0,6000,8960,0,1.0,0.0,1.0,0.0
9926,275000.0,2,1.0,9.250041738827736,1.0,0,0,3,1935,0,98155,47.7497,-122.286,6046.396486574491,4784.0,30.0,0.3904038011818151,8.648396877031582,2,0,1,-1.0,10404,5700,1,1.0,0.0,1.0,0.0
9936,380000.0,3,1.0,9.145908511816794,1.0,0,0,3,1967,0,98077,47.7419,-122.073,19595.07933228473,802.0,31.1,9.715463365037104,9.002208578282412,1,0,0,1.0,9375,8120,0,0.0,0.0,0.0,0.0
9955,396000.0,1,1.0,8.546946149565585,1.0,0,0,4,1954,0,98117,47.6923,-122.369,3256.447068814193,9392.0,30.0,1.943829056860064,8.055475141757274,0,0,1,-1.0,5150,3150,0,1.0,0.0,1.0,0.0
9956,210000.0,3,1.0,9.009447429596792,1.0,0,0,3,1949,0,98146,47.5015,-122.349,9085.60548861376,6034.0,29.8,1.8893588631643607,8.76732914779405,1,0,0,1.0,8179,6420,0,0.0,0.0,0.0,0.0
9962,525000.0,3,1.0,10.021315031649332,1.0,0,0,3,1939,0,98125,47.711,-122.308,1737.6839799935672,7999.0,28.9,2.306223761276013,9.546884034617923,2,1,0,1.0,22500,14000,0,0.0,0.0,0.0,0.0
9964,335000.0,3,1.0,9.113388845899731,1.0,0,0,3,1977,0,98077,47.7551,-122.072,20061.65304962464,802.0,31.1,11.176615575883387,8.967121656230923,1,0,0,1.0,9075,7840,0,0.0,0.0,0.0,0.0
9980,497000.0,2,1.0,8.109525659752872,1.0,0,0,3,1918,0,98122,47.6102,-122.299,1856.387935273371,17787.0,26.5,1.241519412591306,8.592486175451668,0,0,1,-1.0,3325,5390,0,1.0,0.0,1.0,0.0
9981,835000.0,3,1.0,10.314503890682618,1.0,0,0,5,1959,0,98027,47.5656,-122.093,16536.95676623723,487.0,29.3,0.5594508271453021,10.10565258546514,2,2,0,1.0,30166,24480,0,0.0,0.0,0.0,0.0
9983,655000.0,3,1.0,8.566173813637858,1.0,0,0,3,1939,0,98109,47.6421,-122.348,3224.8598684658864,15188.0,22.2,0.3529848952926758,9.16858043772795,0,0,1,-1.0,5250,9590,1,0.0,0.0,0.0,0.0
9995,279000.0,2,1.0,10.758859869440863,1.0,0,0,5,1904,1958,98042,47.4206,-122.155,21232.45478676436,1751.0,35.0,1.5132930484350793,8.87360810154911,2,0,1,-1.0,47044,7140,0,1.0,0.0,1.0,0.0
9997,533000.0,4,1.0,8.46611040118692,1.5,0,0,3,1919,0,98117,47.6824,-122.389,5073.507128320702,9392.0,30.0,1.0996148589259789,9.292012520620208,0,0,0,1.0,4750,10850,0,0.0,0.0,0.0,0.0
10006,124500.0,2,1.0,8.776630098427717,1.0,0,0,4,1954,0,98001,47.264,-122.258,35284.38627348238,1895.0,31.6,7.546268457661842,8.343077871169383,1,0,0,1.0,6480,4200,0,1.0,0.0,1.0,0.0
10009,160000.0,3,1.0,8.987321812850125,1.0,0,0,4,1927,0,98002,47.305,-122.218,31302.41549746352,5015.0,29.5,7.888047882322424,8.757940876678804,1,0,0,1.0,8000,6360,0,0.0,0.0,0.0,0.0
10012,385000.0,3,1.0,8.895766604056085,1.0,0,0,4,1956,0,98008,47.6032,-122.125,14304.398796295429,4695.0,23.6,1.0139011676186105,9.076923258535832,1,0,0,1.0,7300,8750,0,0.0,0.0,0.0,0.0
10015,255000.0,3,1.0,9.05122740031911,1.0,0,0,5,1967,0,98022,47.2098,-122.004,47194.80784713911,30.0,34.4,12.677855752248767,8.984818995876008,1,0,0,1.0,8528,7980,0,0.0,0.0,0.0,0.0
10018,300000.0,2,1.0,8.54110501146255,1.0,0,0,4,1941,0,98126,47.5312,-122.375,7150.222637309074,7113.0,30.5,1.5900921335249871,8.412054873292933,0,0,1,-1.0,5120,4500,0,1.0,0.0,1.0,0.0
10027,578500.0,3,1.0,8.648396877031582,1.5,0,0,3,1916,0,98103,47.6549,-122.331,1382.909372614114,11391.0,27.1,0.4107140819774953,9.25253742067597,0,0,1,-1.0,5700,10430,1,0.0,0.0,0.0,0.0
10037,529000.0,3,1.0,8.76732914779405,1.0,0,0,3,1944,0,98136,47.5355,-122.392,7748.578495234643,7517.0,30.6,0.2822584231808552,9.317489287493226,1,0,1,-1.0,6420,11130,1,0.0,0.0,0.0,0.0
10041,330000.0,2,1.0,9.188605879830176,1.0,0,0,3,1932,0,98155,47.7634,-122.284,7452.595687911906,4784.0,30.0,1.3379252485343005,8.464003362902119,2,0,0,1.0,9784,4740,0,1.0,0.0,1.0,0.0
10044,585000.0,2,1.0,8.699681400989514,1.0,0,0,3,1951,0,98118,47.5632,-122.282,2869.4831820308223,7844.0,31.2,0.8257083187788606,8.958154135209242,0,0,1,-1.0,6000,7770,0,1.0,0.0,1.0,0.0
10046,235000.0,2,1.0,8.484876589939695,1.0,0,0,4,1947,0,98126,47.5534,-122.375,5552.898065663242,7113.0,30.5,1.784753538027691,8.371242135931933,0,0,1,-1.0,4840,4320,0,1.0,0.0,1.0,0.0
10047,362362.0,2,1.0,8.294299608857235,1.0,0,0,3,1909,0,98118,47.5535,-122.269,4312.87546477346,7844.0,31.2,0.7299358691861623,8.357259153499912,0,0,1,-1.0,4000,4260,0,1.0,0.0,1.0,0.0
10054,620000.0,2,1.0,8.006700845440367,1.5,0,0,3,1929,0,98112,47.6415,-122.303,897.9906513190183,7621.0,25.4,0.3629016773951677,9.211439767419485,0,0,1,-1.0,3000,10010,1,1.0,0.0,1.0,0.0
10055,375000.0,3,1.0,8.945332616563274,1.0,0,0,4,1937,0,98177,47.7162,-122.36,2779.430274994316,3647.0,29.5,1.2052091425082891,9.613202094214232,1,1,0,1.0,7671,14960,0,0.0,0.0,0.0,0.0
10057,315500.0,3,1.0,9.259225769705994,1.0,0,0,4,1966,0,98034,47.7267,-122.227,8025.0166109854,5386.0,28.1,2.564379775650145,9.002208578282412,2,0,0,1.0,10500,8120,0,0.0,0.0,0.0,0.0
10064,466500.0,3,1.0,8.253488028345904,1.0,0,0,3,1945,0,98117,47.6847,-122.381,4421.545544869223,9392.0,30.0,2.0335990652503657,9.211439767419485,0,0,0,1.0,3840,10010,0,0.0,0.0,0.0,0.0
10068,365000.0,3,1.0,9.041211408968213,1.0,0,0,3,1953,0,98133,47.7715,-122.336,7597.259924554532,7038.0,30.4,3.590049181728608,8.967121656230923,1,0,0,1.0,8443,7840,0,0.0,0.0,0.0,0.0
10072,682000.0,2,1.0,8.517393171418904,1.0,0,0,3,1943,0,98105,47.6666,-122.279,2621.389224312847,12890.0,25.1,0.9032832022488314,8.737292112544221,0,0,1,-1.0,5000,6230,0,1.0,0.0,1.0,0.0
10074,333760.0,3,1.0,8.679482094459956,1.0,0,0,3,1968,0,98052,47.6937,-122.113,15131.605156027246,3741.0,25.0,4.422316512254278,9.116139576577355,0,0,0,1.0,5880,9100,0,0.0,0.0,0.0,0.0
10087,200000.0,3,1.0,9.223552703448318,1.0,0,0,4,1970,0,98023,47.3172,-122.372,29485.85859407748,5049.0,34.9,1.1833425343719717,8.993551586299981,2,0,0,1.0,10132,8050,0,0.0,0.0,0.0,0.0
10101,324500.0,2,1.0,8.797548488481558,1.0,0,0,3,1986,0,98125,47.7238,-122.302,3004.405768795465,7999.0,28.9,1.7184091246311382,9.116139576577355,1,0,0,1.0,6617,9100,0,1.0,0.0,1.0,0.0
10102,312500.0,3,1.0,8.902591637374087,1.0,0,0,4,1960,0,98008,47.625,-122.117,14302.9683212181,4695.0,23.6,1.6287583737736162,9.010791269515602,1,0,0,1.0,7350,8190,0,0.0,0.0,0.0,0.0
10104,511000.0,2,1.0,8.596743470174246,1.0,0,0,4,1923,0,98115,47.6945,-122.315,1309.3393536167457,8197.0,26.8,1.7688654543114972,9.076923258535832,0,0,1,-1.0,5413,8750,0,1.0,0.0,1.0,0.0
10120,250000.0,3,1.0,8.918784137975802,1.0,0,0,4,1917,0,98065,47.5242,-121.831,36708.097864545365,224.0,32.6,13.603161690669134,8.612685172875459,1,0,0,1.0,7470,5500,0,0.0,0.0,0.0,0.0
10127,456000.0,4,1.0,8.94767606249969,1.0,0,0,3,1977,0,98052,47.6955,-122.116,14984.869637191086,3741.0,25.0,4.759513284370736,9.38437770918244,1,1,0,1.0,7689,11900,0,0.0,0.0,0.0,0.0
10131,309000.0,3,1.0,8.764209507142004,1.0,0,0,3,1962,0,98168,47.4902,-122.331,10005.34590363877,3954.0,27.8,2.3447045107115563,8.984818995876008,1,0,0,1.0,6400,7980,0,0.0,0.0,0.0,0.0
10135,338000.0,2,1.0,8.624611588183507,1.0,0,0,4,1919,0,98118,47.5348,-122.269,5901.971473243787,7844.0,31.2,0.3780159794657516,9.239025005836092,0,0,1,-1.0,5566,10290,1,1.0,0.0,1.0,0.0
10136,505000.0,2,1.0,9.003439196207838,1.0,0,0,3,1942,0,98117,47.697,-122.37,3185.8770558610004,9392.0,30.0,1.489208855737221,8.921457578947884,1,0,0,1.0,8130,7490,0,1.0,0.0,1.0,0.0
10140,112000.0,1,1.0,8.080546965824498,1.0,0,0,3,1963,0,98002,47.3075,-122.217,31048.994843867164,5015.0,29.5,7.617880090669924,8.776630098427717,0,0,1,-1.0,3230,6480,0,1.0,0.0,1.0,0.0
10149,373000.0,3,1.0,9.10219821335648,1.0,0,0,5,1976,0,98072,47.74,-122.173,12336.326213247425,1386.0,30.7,5.081778778892477,9.108418382250798,1,0,0,1.0,8974,9030,0,0.0,0.0,0.0,0.0
10162,235000.0,3,1.0,8.699681400989514,1.0,0,0,3,1930,0,98178,47.4984,-122.224,11160.914548049814,5364.0,32.9,0.463749898476779,9.044403844431551,0,0,1,-1.0,6000,8470,1,0.0,0.0,0.0,0.0
10167,775000.0,3,1.0,8.73214326770192,1.5,0,0,4,1916,0,98107,47.6626,-122.361,3521.9437429894133,12484.0,30.0,0.7461436728229482,9.232199706329077,1,0,0,1.0,6198,10220,0,0.0,0.0,0.0,0.0
10169,193500.0,2,1.0,9.680156483641596,1.0,0,0,4,1946,1995,98045,47.4987,-121.787,40517.80721611603,91.0,30.2,9.78179148955878,8.802522498284421,2,0,0,1.0,15996,6650,0,1.0,0.0,1.0,0.0
10172,442000.0,2,1.0,8.517393171418904,1.0,0,2,4,1918,0,98126,47.5531,-122.379,5798.217134204605,7113.0,30.5,1.4826771082090373,9.197356444417888,0,0,0,1.0,5000,9870,0,1.0,0.0,1.0,0.0
10174,235000.0,3,1.0,8.850660919017152,1.0,0,0,4,1958,0,98002,47.285,-122.206,33675.527206423976,5015.0,29.5,9.248222194619366,9.476466781462246,1,1,0,1.0,6978,13048,0,0.0,0.0,0.0,0.0
10188,330000.0,4,1.0,9.500993027872797,1.0,0,0,3,1955,0,98028,47.7622,-122.263,8167.42995944303,3833.0,33.1,0.5484714544374645,9.161255164285691,2,0,0,1.0,13372,9520,0,0.0,0.0,0.0,0.0
10189,270000.0,3,1.0,8.631592731724734,1.0,0,0,5,1942,0,98106,47.5456,-122.359,5155.898180865923,5006.0,29.4,2.967370757909487,9.105090961257083,0,0,0,1.0,5605,9000,0,0.0,0.0,0.0,0.0
10197,505000.0,3,1.0,8.596189197642735,1.0,0,0,4,1928,0,98115,47.6924,-122.31,1746.0778289933328,8197.0,26.8,1.8580834487256888,8.87360810154911,0,0,0,1.0,5410,7140,0,0.0,0.0,0.0,0.0
10198,325000.0,3,1.0,9.375854810453756,1.0,0,0,3,1966,0,98034,47.7263,-122.229,7868.655610706322,5386.0,28.1,2.588882203731318,9.002208578282412,2,0,0,1.0,11799,8120,0,0.0,0.0,0.0,0.0
10202,530000.0,3,1.0,8.304247465078474,1.5,0,0,3,1906,0,98103,47.6867,-122.354,2599.082731564943,11391.0,27.1,1.015598396673817,9.16858043772795,0,0,0,1.0,4040,9590,0,0.0,0.0,0.0,0.0
10205,221900.0,2,1.0,8.814033201652784,1.0,0,0,3,1939,0,98168,47.4733,-122.281,12007.054065395312,3954.0,27.8,5.026499255145478,8.45126704130007,1,0,0,1.0,6727,4680,0,1.0,0.0,1.0,0.0
10208,657100.0,4,1.0,8.352554369474591,1.0,0,0,3,1924,0,98103,47.6596,-122.338,1787.6914433917975,11391.0,27.1,1.1629304775911176,9.18307194482199,0,0,0,1.0,4240,9730,0,0.0,0.0,0.0,0.0
10212,489000.0,2,1.0,7.955425088912672,1.0,0,0,4,1927,0,98115,47.6875,-122.309,1255.8378332827178,8197.0,26.8,1.6365812425371191,8.691314551644853,0,0,1,-1.0,2850,5950,0,1.0,0.0,1.0,0.0
10215,268500.0,2,1.0,9.038958755220564,1.0,0,0,4,1953,0,98133,47.7511,-122.352,5598.639778543069,7038.0,30.4,2.2661367204815765,8.464003362902119,1,0,0,1.0,8424,4740,0,1.0,0.0,1.0,0.0
10223,535000.0,4,1.0,8.776630098427717,1.5,0,0,3,1920,0,98117,47.6897,-122.374,3711.859956279821,9392.0,30.0,1.892403185967786,9.506065016071148,1,1,0,1.0,6480,13440,0,0.0,0.0,0.0,0.0
10232,169950.0,3,1.0,9.193499354780156,1.0,0,0,3,1970,0,98042,47.3845,-122.085,27589.76756027928,1751.0,35.0,4.052582625104692,9.019300924562506,2,0,0,1.0,9832,8260,0,0.0,0.0,0.0,0.0
10242,279000.0,3,1.0,8.994172434398399,1.5,0,0,3,1952,0,98125,47.7222,-122.305,2723.1081751854226,7999.0,28.9,2.0052837388713773,9.272469743441732,1,0,0,1.0,8055,10640,0,0.0,0.0,0.0,0.0
10249,426000.0,2,1.0,9.347751727799142,2.0,0,0,3,1951,0,98133,47.7372,-122.35,4101.0480483684005,7038.0,30.4,1.8855044819864064,9.655731072956666,2,1,1,-1.0,11472,15610,0,1.0,0.0,1.0,0.0
10251,212644.0,3,1.0,9.174816815907135,1.5,0,0,5,1922,0,98010,47.3531,-121.982,35364.728318112786,401.0,36.9,4.197688219281517,8.968396191198256,2,0,0,1.0,9650,7850,0,0.0,0.0,0.0,0.0
10253,85000.0,2,1.0,9.105090961257083,1.0,0,0,3,1939,0,98032,47.3813,-122.243,22612.18896131284,2299.0,30.0,6.189854495911654,8.513385953073284,1,0,0,1.0,9000,4980,0,1.0,0.0,1.0,0.0
10254,235000.0,2,1.0,9.105090961257083,1.0,0,0,3,1939,0,98032,47.3813,-122.243,22612.18896131284,2299.0,30.0,6.189854495911654,8.513385953073284,1,0,0,1.0,9000,4980,0,1.0,0.0,1.0,0.0
10257,313950.0,3,1.0,8.713417653379183,1.0,0,0,4,1940,0,98115,47.6966,-122.324,700.3672524546728,8197.0,26.8,1.6713743670880543,9.11173476822206,1,0,0,1.0,6083,9060,0,0.0,0.0,0.0,0.0
10258,415000.0,3,1.0,8.713417653379183,1.0,0,0,4,1940,0,98115,47.6966,-122.324,700.3672524546728,8197.0,26.8,1.6713743670880543,9.11173476822206,1,0,0,1.0,6083,9060,0,0.0,0.0,0.0,0.0
10261,490000.0,3,1.0,9.309370895439136,1.0,0,0,4,1961,0,98007,47.5969,-122.14,13075.0615904742,6617.0,22.7,2.292687818097588,9.204422898212146,2,0,0,1.0,11040,9940,0,0.0,0.0,0.0,0.0
10266,217500.0,3,1.0,9.18512512283512,1.0,0,0,3,1959,0,98188,47.4553,-122.274,14073.17647835836,3413.0,25.6,6.651118284181752,8.893023494394711,2,0,0,1.0,9750,7280,0,0.0,0.0,0.0,0.0
10272,125000.0,3,1.0,8.897682313454224,1.0,0,0,3,1960,0,98002,47.2892,-122.22,32984.07910759713,5015.0,29.5,9.33423043197934,8.616314282284044,1,0,0,1.0,7314,5520,0,0.0,0.0,0.0,0.0
10273,208000.0,3,1.0,8.897682313454224,1.0,0,0,3,1960,0,98002,47.2892,-122.22,32984.07910759713,5015.0,29.5,9.33423043197934,8.616314282284044,1,0,0,1.0,7314,5520,0,0.0,0.0,0.0,0.0
10279,405000.0,3,1.0,9.360999248261296,1.0,0,0,4,1977,0,98053,47.6827,-122.059,18741.21991651859,827.0,32.5,3.999475821034928,9.10063710688422,2,0,0,1.0,11625,8960,0,0.0,0.0,0.0,0.0
10284,218000.0,4,1.0,9.254931255304058,1.0,0,0,3,1963,0,98023,47.2974,-122.366,31601.227547933824,5049.0,34.9,2.772979334064134,9.348448774093812,2,1,0,1.0,10455,11480,0,0.0,0.0,0.0,0.0
10287,196700.0,2,1.0,9.2098402469345,1.0,0,0,3,1954,0,98168,47.4761,-122.287,11620.48631352367,3954.0,27.8,5.3043428457923625,8.939974177289633,2,0,0,1.0,9994,7630,0,1.0,0.0,1.0,0.0
10291,465000.0,3,1.0,8.116417072794205,1.0,0,0,4,1926,0,98118,47.5532,-122.277,3907.974113433632,7844.0,31.2,1.251817098979382,8.627123250788433,0,0,0,1.0,3348,5580,0,0.0,0.0,0.0,0.0
10293,254000.0,3,1.0,8.93075873555827,1.0,0,0,4,1958,0,98058,47.45,-122.179,17511.724606585052,2252.0,34.9,4.0746940708643855,8.848078421168667,1,0,0,1.0,7560,6960,0,0.0,0.0,0.0,0.0
10296,166000.0,2,1.0,9.04640868029382,1.0,0,0,4,1944,0,98178,47.4955,-122.239,10807.54277153811,5364.0,32.9,1.362416110541256,8.560444233410552,1,0,0,1.0,8487,5220,0,1.0,0.0,1.0,0.0
10299,529500.0,2,1.0,8.476579508530941,1.0,0,0,4,1944,0,98199,47.6575,-122.4,6450.36380694788,5406.0,27.4,0.7540120888101418,8.594339400592892,0,0,1,-1.0,4800,5400,0,1.0,0.0,1.0,0.0
10300,338000.0,2,1.0,8.770283819098399,1.0,0,0,4,1934,0,98103,47.6995,-122.354,1954.2425609966824,11391.0,27.1,2.210553662539892,8.412054873292933,1,0,0,1.0,6439,4500,0,1.0,0.0,1.0,0.0
10303,354000.0,2,1.0,8.954286157204713,1.0,0,0,4,1925,0,98126,47.5232,-122.371,7658.534072094868,7113.0,30.5,1.7170263036194948,9.028938392241612,1,0,0,1.0,7740,8340,0,1.0,0.0,1.0,0.0
10308,329000.0,4,1.0,8.254528881939745,1.0,0,0,3,1972,0,98133,47.7038,-122.352,1779.998047253492,7038.0,30.4,2.3451914986992284,8.967121656230923,0,0,0,1.0,3844,7840,0,0.0,0.0,0.0,0.0
10312,398000.0,3,1.0,8.787372988731876,1.5,0,0,4,1925,0,98126,47.5498,-122.381,6147.493640215396,7113.0,30.5,1.2992596916264336,9.091669442258503,1,0,0,1.0,6550,8880,0,0.0,0.0,0.0,0.0
10319,185000.0,4,1.0,9.09459276343187,1.0,0,0,3,1966,0,98055,47.4288,-122.198,18798.727259595616,5532.0,33.1,4.869782524952905,9.419060402624668,1,1,0,1.0,8906,12320,0,0.0,0.0,0.0,0.0
10320,365000.0,4,1.0,9.09459276343187,1.0,0,0,3,1966,0,98055,47.4288,-122.198,18798.727259595616,5532.0,33.1,4.869782524952905,9.419060402624668,1,1,0,1.0,8906,12320,0,0.0,0.0,0.0,0.0
10331,305000.0,2,1.0,12.13818452072868,1.5,0,0,4,1936,0,98001,47.2681,-122.267,34758.93227439557,1895.0,31.6,6.917297044682535,9.372544251851036,2,1,1,-1.0,186872,11760,0,1.0,0.0,1.0,0.0
10340,370000.0,2,1.0,7.24422751560335,3.0,0,0,3,2000,0,98136,47.5552,-122.381,5732.783047157275,7517.0,30.6,1.4033330055469524,9.09279480812114,0,0,1,-1.0,1399,8890,0,1.0,0.0,1.0,0.0
10342,355000.0,2,1.0,8.812992231969966,1.0,0,0,3,1952,0,98116,47.5707,-122.396,5678.937682330362,9060.0,32.7,1.236205567928213,8.679482094459956,1,0,0,1.0,6720,5880,0,1.0,0.0,1.0,0.0
10347,745000.0,3,1.0,9.117457244496126,1.0,0,0,4,1951,0,98004,47.6071,-122.197,9176.8339570631,5315.0,21.7,0.7336073880255348,9.18307194482199,1,0,0,1.0,9112,9730,0,0.0,0.0,0.0,0.0
10358,550000.0,3,1.0,9.302098797215724,1.0,0,0,4,1953,0,98005,47.5908,-122.173,10524.044490981492,2945.0,23.2,1.871351231058129,8.833608482690892,2,0,0,1.0,10960,6860,0,0.0,0.0,0.0,0.0
10359,216000.0,3,1.0,8.981052985901483,1.0,0,0,4,1961,0,98198,47.3644,-122.312,23887.37847227352,5039.0,30.1,1.0494967035125593,9.401869409521051,1,1,0,1.0,7950,12110,0,0.0,0.0,0.0,0.0
10367,355000.0,3,1.0,9.2179116374725,1.0,0,0,3,1955,0,98177,47.7695,-122.359,7706.549255102356,3647.0,29.5,1.9844705229192805,9.35452729228868,2,1,0,1.0,10075,11550,0,0.0,0.0,0.0,0.0
10369,680000.0,2,1.0,8.699681400989514,1.0,0,0,4,1946,0,98199,47.651,-122.399,6365.657653299799,5406.0,27.4,1.3978340281239132,9.614538010517382,0,1,1,-1.0,6000,14980,0,1.0,0.0,1.0,0.0
10371,581000.0,2,1.0,8.314097335405807,1.0,0,0,4,1909,0,98117,47.6784,-122.386,5088.7399132875735,9392.0,30.0,1.2429808410900116,9.010791269515602,0,0,1,-1.0,4080,8190,0,1.0,0.0,1.0,0.0
